kenpom_name,recent_efg_pct,recent_ts_pct,recent_3par,recent_ftr,recent_off_efg,recent_off_tov_pct,recent_orb_pct,recent_ftm_rate,recent_def_efg,recent_def_tov_pct,recent_avg_margin,recent_margin_trend,recent_win_pct,recent_pct_blowout_wins,recent_pct_close_losses,n_games,recent_win_pct_30d,recent_win_pct_60d,window_used,rank_trend_30d,rank_trend_60d,consensus_rank,rank_disagreement,momentum_score,conf_tourney_wins,conf_tourney_win_pct,conf_tourney_avg_margin,won_conf_tourney,kenpom_adj_em
Cincinnati,0.5246942470984809,0.5581835801999858,0.408740959421403,0.2664363852619901,0.5246942470984809,0.08555379718167695,0.2875,0.19737449863457926,0.499360725795152,0.07136713638569761,7.75,-4.1,0.75,0.6666666666666666,0.0,4,0.75,0.6153846153846154,30,11.666666666666666,25.333333333333332,46.333333333333336,3.6817870057290873,11.666666666666666,0.0,0.0,0.0,0.0,17.1736
Clemson,0.493734335839599,0.5397316194298036,0.47579887218045114,0.3959004654493376,0.493734335839599,0.07870496696975807,0.2273809523809524,0.29146527031865377,0.5763807485554608,0.09004175608074858,-5.25,-2.5,0.25,0.0,0.3333333333333333,4,0.25,0.5454545454545454,30,-9.0,-2.3333333333333335,37.666666666666664,2.0548046676563256,-9.0,0.0,0.0,0.0,0.0,19.502
Colorado,0.5160486150367438,0.55441459767007,0.3950810250612399,0.3444601469756925,0.5160486150367438,0.083243821115978,0.1913540600659503,0.2452506123987187,0.5210170151081548,0.08764151062040812,-5.25,-17.5,0.5,0.0,0.5,4,0.5,0.3076923076923077,30,2.0,5.333333333333333,67.0,2.8284271247461903,2.0,0.0,0.0,0.0,0.0,11.4378
Colorado St.,0.639968041445874,0.6898614886668833,0.4428269085411943,0.5375008571067684,0.639968041445874,0.06617399812989369,0.26469991300113005,0.43395486104845704,0.5150901993257231,0.07471210600050067,8.2,0.1,1.0,0.0,0.0,5,1.0,0.6666666666666666,30,11.666666666666666,-8.0,90.66666666666667,3.7712361663282534,11.666666666666666,0.0,0.0,0.0,0.0,9.50452
Connecticut,0.557129094716413,0.5921892476918933,0.4633688435054939,0.3593993322654444,0.557129094716413,0.08185229386629593,0.3198629531388152,0.259512695012207,0.4765150096146259,0.08209745096204166,8.6,-2.8000000000000003,0.8,0.25,0.0,5,0.8,0.8333333333333334,30,-2.6666666666666665,-4.666666666666667,14.0,4.96655480858378,-2.6666666666666665,0.0,0.0,0.0,0.0,29.2664
Dayton,0.5728159603428613,0.6284285389920031,0.41954300481918844,0.5160890998050252,0.5728159603428613,0.11416251875082165,0.25764631969729423,0.39508746275245554,0.4899069468267581,0.08575770521614254,11.0,-1.8,1.0,0.4,0.0,5,1.0,0.5833333333333334,30,14.333333333333334,-1.6666666666666667,83.0,2.943920288775949,14.333333333333334,0.0,0.0,0.0,0.0,11.0447
DePaul,0.4859190337963923,0.5259447867110021,0.39445495542193654,0.34200964130209416,0.4859190337963923,0.11037166225175876,0.3105813953488372,0.234677586564379,0.5160485116032227,0.11832789071060448,5.25,-3.5,0.75,0.0,1.0,4,0.75,0.5,30,11.0,15.0,98.66666666666667,4.189935029992178,11.0,1.0,1.0,11.0,0.0,7.06062
Drake,0.4680145046524357,0.4913008101812618,0.47297482211275316,0.23831987775953295,0.4680145046524357,0.05955449778271778,0.2270369017172086,0.15058725597518702,0.5470607051784572,0.08770733591191765,-13.5,0.8,0.0,0.0,0.5,4,0.0,0.2857142857142857,30,-21.333333333333332,-36.333333333333336,189.33333333333334,17.249798710580816,-21.333333333333332,0.0,0.0,-22.0,0.0,-3.11311
Duquesne,0.4858930312205434,0.5274392260437148,0.4209629481024484,0.3666123467040445,0.4858930312205434,0.09000644917205279,0.22911980303284651,0.25571388624599783,0.529619678567047,0.07701362118388524,-6.4,-5.2,0.4,0.0,0.0,5,0.4,0.5833333333333334,30,-6.333333333333333,20.666666666666668,127.0,3.7416573867739413,-6.333333333333333,0.0,0.0,0.0,0.0,3.72638
Michigan,0.4806441331742477,0.519828989474184,0.318478989261723,0.2779611983720968,0.4806441331742477,0.06797004900617393,0.2233058608058608,0.2050447019596947,0.5056199349536935,0.10570338432761224,-7.75,-7.1,0.25,0.0,0.0,4,0.25,0.09090909090909091,30,-21.0,-40.0,236.66666666666666,3.2998316455372216,-21.0,0.0,0.0,0.0,0.0,39.4097
Washington,0.5952418159615023,0.6220377115624454,0.4489154382455683,0.37422838667362407,0.5952418159615023,0.09986340826185525,0.3452665171640504,0.25507312548013505,0.5541833241998358,0.12474260117760964,7.5,-10.4,0.5,1.0,0.5,4,0.5,0.3333333333333333,30,4.0,-17.0,82.66666666666667,3.0912061651652345,4.0,0.0,0.0,0.0,0.0,14.6928
George Mason,0.5079193195477425,0.5422790096163901,0.43344555255052214,0.2552658515513485,0.5079193195477425,0.044949192100805994,0.21433189655172413,0.19317904364811056,0.5687277062655087,0.10027301463255212,-9.75,-8.9,0.25,0.0,0.0,4,0.25,0.45454545454545453,30,-22.0,-19.333333333333332,100.33333333333333,0.9428090415820634,-22.0,0.0,0.0,0.0,0.0,5.76373
Georgetown,0.5034823646299056,0.5391290322840775,0.43893691008445107,0.34595628415300544,0.5034823646299056,0.0784101769990861,0.2992028985507246,0.23551415797317432,0.5346936789748362,0.1050007064183495,-7.0,-1.8,0.0,0.0,0.6,5,0.0,0.3333333333333333,30,1.6666666666666667,33.333333333333336,84.0,6.377042156569663,1.6666666666666667,0.0,0.0,0.0,0.0,9.03385
Georgia,0.6081723519773741,0.6420132787843136,0.45683532636968727,0.311267583623138,0.6081723519773741,0.07893546540261213,0.2544391743522178,0.2415909423981586,0.5758339901673366,0.06135972671750258,2.8,-5.900000000000001,0.6,0.3333333333333333,0.0,5,0.6,0.46153846153846156,30,0.0,-13.333333333333334,33.666666666666664,3.6817870057290873,0.0,0.0,0.0,0.0,0.0,20.5084
Georgia Tech,0.48125141871127386,0.531976560862126,0.44272448221715577,0.2660497169437155,0.48125141871127386,0.08473081160025497,0.25072396536212327,0.2253543348333217,0.5791631940433163,0.1145641014331829,-16.75,2.7,0.0,0.0,0.0,4,0.0,0.08333333333333333,30,-16.0,-27.333333333333332,154.33333333333334,20.805982045769646,-16.0,0.0,0.0,0.0,0.0,0.0942845
Gonzaga,0.544056419610855,0.575287855556358,0.35394585253456223,0.29778065796210956,0.544056419610855,0.09229398334332864,0.27440755589162663,0.2105270737327189,0.46208303601160744,0.05793908768317342,13.6,-1.8000000000000007,0.8,0.5,0.0,5,0.8,0.8461538461538461,30,1.3333333333333333,-4.666666666666667,9.333333333333334,3.681787005729087,1.3333333333333333,0.0,0.0,0.0,0.0,28.2736
Grand Canyon,0.5559652543354214,0.6057233373648192,0.3803868987651294,0.399001966283144,0.5559652543354214,0.05797813647050178,0.33896109554933085,0.314465339224126,0.49643596657678357,0.09583981746532039,5.6,-5.5,0.6,0.3333333333333333,1.0,5,0.6,0.6153846153846154,30,-0.6666666666666666,38.666666666666664,71.0,6.377042156569663,-0.6666666666666666,0.0,0.0,0.0,0.0,12.8059
High Point,0.5586219336219336,0.6063589942112746,0.49931457431457427,0.4089105339105339,0.5586219336219336,0.09114286919836866,0.3493477229601518,0.3186868686868687,0.488128726863406,0.06312152474939042,14.75,-8.1,1.0,0.5,0.0,4,1.0,0.9166666666666666,30,6.666666666666667,0.0,83.33333333333333,9.46337971105226,6.666666666666667,0.0,0.0,0.0,0.0,8.55536
Houston,0.49225200906735245,0.5413044169664154,0.4157182246834344,0.3549074921510247,0.49225200906735245,0.06826962260225876,0.2867031146081095,0.27829647307791816,0.49453965796845056,0.08331319568852605,6.2,-10.100000000000001,0.4,0.5,0.3333333333333333,5,0.4,0.6666666666666666,30,-1.3333333333333333,8.333333333333334,7.333333333333333,0.9428090415820634,-1.3333333333333333,0.0,0.0,0.0,0.0,32.6758
Idaho,0.5452328401649285,0.571577787774949,0.4433155469318457,0.2813768291696984,0.5452328401649285,0.07371490790752504,0.3054933714376439,0.19475462850675074,0.48250745174473986,0.09536232121075604,7.4,-9.4,0.6,0.6666666666666666,0.0,5,0.6,0.42857142857142855,30,5.0,-5.0,180.0,9.626352718795768,5.0,0.0,0.0,0.0,0.0,-0.994703
Illinois,0.5243797421216776,0.5707150354765003,0.5016130044180536,0.2912917493913286,0.5243797421216776,0.0677226813113909,0.4329557091653866,0.24579546213487308,0.5198949219324429,0.0574903720202955,10.25,-13.9,0.5,1.0,0.5,4,0.5,0.6923076923076923,30,0.3333333333333333,5.0,4.333333333333333,0.4714045207910317,0.3333333333333333,0.0,0.0,0.0,0.0,33.1055
Iowa St.,0.518830068932986,0.5475776710920496,0.43125962613950264,0.3640259627330672,0.518830068932986,0.09940674349780868,0.23039327199763462,0.23280981428474434,0.5513506857179507,0.06841000304019954,3.6,-6.7,0.6,0.6666666666666666,0.0,5,0.6,0.6666666666666666,30,-3.0,-5.0,8.0,0.816496580927726,-3.0,0.0,0.0,0.0,0.0,30.2534
Kansas,0.4716540810523453,0.5228777424094808,0.3378316148653661,0.26775165047103333,0.4716540810523453,0.06369182969166128,0.24959565166016776,0.22851657888880644,0.470160679374389,0.08707159001981912,-6.4,-9.9,0.4,0.0,0.0,5,0.4,0.75,30,-7.333333333333333,-1.6666666666666667,19.0,0.816496580927726,-7.333333333333333,0.0,0.0,0.0,0.0,26.3197
Louisville,0.5724819173363949,0.6093000505646032,0.5216412169919633,0.2720350172215844,0.5724819173363949,0.10225769298258366,0.29539328614328614,0.2266534156142365,0.539871494625593,0.103160015766343,2.0,-5.2,0.4,0.5,0.6666666666666666,5,0.4,0.6666666666666666,30,4.333333333333333,0.3333333333333333,12.333333333333334,2.494438257849294,4.333333333333333,0.0,0.0,0.0,0.0,25.9115
Loyola Chicago,0.47665970517136363,0.5118345153495656,0.504259000121357,0.4251505172628979,0.47665970517136363,0.07797450710527414,0.17012299771167047,0.2700996910858926,0.48800685987085046,0.09062856889245613,-10.25,-2.7,0.25,0.0,0.3333333333333333,4,0.25,0.18181818181818182,30,-3.0,-26.0,303.0,11.343133018115703,-3.0,0.0,0.0,0.0,0.0,-12.9195
Marquette,0.5115352035477603,0.5323437690680538,0.3907332203896557,0.266962728586377,0.5115352035477603,0.11540690258827446,0.246897679526356,0.16085255867257958,0.49027251851149956,0.08176602546649157,-2.25,-7.9,0.25,1.0,0.0,4,0.25,0.36363636363636365,30,4.0,38.0,100.33333333333333,5.792715732327588,4.0,0.0,0.0,-11.0,0.0,8.15948
Marshall,0.5811496792303846,0.6124638867695643,0.443875407014771,0.28437966817743754,0.5811496792303846,0.0769744459648956,0.24114012940739282,0.21559284674182852,0.5700427271322882,0.07934105889517182,-3.5,-4.085714285714285,0.5,0.0,0.3333333333333333,6,0.5,0.5714285714285714,30,-14.0,-20.0,178.0,21.96967607104544,-14.0,0.0,0.0,0.0,0.0,-2.74132
Maryland,0.4656506164400901,0.49942677131626995,0.48240449608870667,0.2376729703045492,0.4656506164400901,0.052376800444820036,0.36588264923373703,0.174585326953748,0.5054739502527401,0.09220571441535051,-5.6,-1.8,0.2,0.0,0.5,5,0.2,0.3333333333333333,30,11.666666666666666,3.6666666666666665,127.0,12.675435561221029,11.666666666666666,0.0,0.0,-4.0,0.0,3.94376
Miami FL,0.537325981354974,0.5617158382049237,0.3023736364121274,0.2845378934532767,0.537325981354974,0.11050402603536391,0.4048005392217916,0.19042695996786438,0.5639159145938807,0.0942178651511052,6.2,1.3000000000000005,0.8,0.25,1.0,5,0.8,0.6666666666666666,30,3.3333333333333335,-1.6666666666666667,35.0,3.265986323710904,3.3333333333333335,0.0,0.0,0.0,0.0,20.5681
Miami OH,0.5563103063852689,0.5926744933367761,0.39283050782301154,0.46780455925883213,0.5563103063852689,0.07901142236515711,0.1600168908623917,0.32216391804097955,0.4956458513085994,0.04959937412837627,10.2,-2.7,1.0,0.2,0.0,5,1.0,1.0,30,2.0,13.666666666666666,68.0,14.966629547095765,2.0,0.0,0.0,0.0,0.0,9.48468
Michigan,0.5997612651787804,0.6299399404028454,0.4359802199297723,0.325024797794923,0.5997612651787804,0.06968077940384408,0.3551318090954523,0.2431296284385583,0.48743282038634367,0.0874799837350141,12.0,-6.7,0.8,0.25,1.0,5,0.8,0.9285714285714286,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4097
Michigan St.,0.5409625668449197,0.5864576884144991,0.3977540106951872,0.3120855614973262,0.5409625668449197,0.05584473671536078,0.313965367965368,0.24973262032085558,0.5205677033775505,0.06999807798311235,4.6,-8.1,0.8,0.25,0.0,5,0.8,0.75,30,-1.0,5.666666666666667,10.666666666666666,0.9428090415820634,-1.0,1.0,1.0,13.0,0.0,29.1066
Minnesota,0.599090909090909,0.6192107997693777,0.5393766233766234,0.17116141001855287,0.599090909090909,0.09496951115902001,0.17789791877813657,0.1319257884972171,0.5593159202148897,0.0905678618046898,3.8,-8.5,0.6,0.6666666666666666,0.0,5,0.6,0.3333333333333333,30,12.0,23.0,71.0,2.160246899469287,12.0,0.0,0.0,0.0,0.0,12.6891
Mississippi,0.5216682149582093,0.5724881328893477,0.3506006448798987,0.3373864048143302,0.5216682149582093,0.09772027260971891,0.1997863247863248,0.2695148115498596,0.6072163449420516,0.06042126557628259,-7.0,-3.3000000000000003,0.2,0.0,0.25,5,0.2,0.23076923076923078,30,-10.0,2.6666666666666665,83.33333333333333,5.792715732327588,-10.0,0.0,0.0,0.0,0.0,10.5877
Missouri,0.5413123458462442,0.6021930373269316,0.32598231335519473,0.5354646013120589,0.5413123458462442,0.08698550832939697,0.2407085346215781,0.4020384794113608,0.5288618478473103,0.09520618661528488,0.8,-3.9000000000000004,0.6,0.3333333333333333,0.0,5,0.6,0.6153846153846154,30,-0.3333333333333333,14.0,56.0,3.7416573867739413,-0.3333333333333333,0.0,0.0,0.0,0.0,16.3725
Murray St.,0.4933114035087719,0.5394882186337882,0.48122212310437107,0.36740633363068687,0.4933114035087719,0.09574468967868771,0.29784809299895504,0.2697628605411835,0.6006576038903626,0.08671075747275328,-7.5,-6.6,0.25,0.0,0.0,4,0.25,0.38461538461538464,30,-19.0,-34.666666666666664,108.0,6.164414002968976,-19.0,0.0,0.0,-9.0,0.0,4.98447
Illinois,0.46317668541169155,0.4999058030149177,0.4098834099397135,0.36745275939890376,0.46317668541169155,0.0721642428806954,0.22522664983297824,0.2248707734533928,0.5767854900905749,0.10780632362631681,-18.8,-4.4,0.2,0.0,0.0,5,0.2,0.3333333333333333,30,-21.666666666666668,-12.666666666666666,312.3333333333333,6.649979114420002,-21.666666666666668,0.0,0.0,0.0,0.0,33.1055
Navy,0.5691876042208199,0.613100336917811,0.37010818662700934,0.47245446460146495,0.5691876042208199,0.11267203342525729,0.31300944170771755,0.34805209653330466,0.46009884829184217,0.07884058564163185,17.6,2.8000000000000003,1.0,0.8,0.0,5,1.0,1.0,30,15.333333333333334,63.666666666666664,148.66666666666666,7.84573486395988,15.333333333333334,0.0,0.0,0.0,0.0,2.91012
NC State,0.5062555808025382,0.547431100400812,0.4354051101444648,0.26791842924415354,0.5062555808025382,0.09766853857668055,0.293130050792927,0.21334148525421023,0.5308457529709721,0.055225664840286834,-3.0,-11.8,0.25,1.0,0.3333333333333333,4,0.25,0.5833333333333334,30,-0.3333333333333333,9.666666666666666,24.666666666666668,1.247219128924647,-0.3333333333333333,0.0,0.0,0.0,0.0,20.8851
Nebraska,0.535969401870193,0.5760017079282668,0.49341477862655053,0.2823127447183156,0.535969401870193,0.11993709154187311,0.30466666666666664,0.2220955211055816,0.4501272298393042,0.08008265986763727,13.0,-5.6000000000000005,0.8,0.75,1.0,5,0.8,0.6666666666666666,30,0.6666666666666666,5.333333333333333,12.0,0.816496580927726,0.6666666666666666,0.0,0.0,0.0,0.0,28.3275
New Orleans,0.4759072077468304,0.538172765162211,0.3161668799404649,0.46973672030275804,0.4759072077468304,0.08051262460686687,0.3952179008422056,0.3490286966702061,0.4360842612908586,0.07084735669823214,4.0,-4.1000000000000005,0.6,0.0,1.0,5,0.6,0.6153846153846154,30,21.666666666666668,37.333333333333336,209.66666666666666,17.55625877635159,21.666666666666668,0.0,0.0,0.0,0.0,-1.00715
North Carolina,0.5431664631664631,0.573084668438841,0.4080870980870981,0.4136121286121286,0.5431664631664631,0.05648076785069791,0.27388501742160276,0.2728266178266178,0.5210643274661287,0.07785515804851983,2.6,-8.200000000000001,0.8,0.0,0.0,5,0.8,0.6923076923076923,30,-2.6666666666666665,-0.6666666666666666,27.333333333333332,2.0548046676563256,-2.6666666666666665,0.0,0.0,0.0,0.0,21.1936
Northwestern,0.5113334350834351,0.5403077761156349,0.3075752950752951,0.31209706959706957,0.5113334350834351,0.12846074970308952,0.22698924731182793,0.21191646316646318,0.5210687086190764,0.08220625249007804,-2.5,-7.2,0.75,0.0,0.0,4,0.75,0.38461538461538464,30,0.0,-1.3333333333333333,72.0,5.0990195135927845,0.0,0.0,0.0,0.0,0.0,12.0877
Notre Dame,0.5348028031290744,0.5688330824994766,0.4957301173402868,0.34434485006518906,0.5348028031290744,0.053830518465249104,0.32085261229998074,0.24506192959582793,0.558332913660813,0.10597789100759963,-7.0,-18.8,0.5,0.5,0.5,4,0.5,0.25,30,-1.0,-24.0,86.66666666666667,2.0548046676563256,-1.0,0.0,0.0,0.0,0.0,9.73353
Ohio St.,0.5455006173371235,0.5790046396951778,0.3722102004526026,0.3958959134218906,0.5455006173371235,0.06424016280590175,0.22684622673499205,0.2755748313424295,0.5185436790240251,0.06836415512466425,-0.4,-8.200000000000001,0.4,0.5,0.3333333333333333,5,0.4,0.5384615384615384,30,4.0,4.333333333333333,37.333333333333336,1.247219128924647,4.0,1.0,1.0,8.0,0.0,19.2597
Oklahoma,0.5750939346263626,0.6196664475635283,0.4337529777365118,0.3973005483858359,0.5750939346263626,0.08039008686143008,0.3079523809523809,0.30592400126401753,0.5219646400896008,0.08119749729246555,3.4,-7.5,0.6,0.6666666666666666,0.5,5,0.6,0.3333333333333333,30,2.6666666666666665,-13.333333333333334,62.333333333333336,6.128258770283412,2.6666666666666665,0.0,0.0,0.0,0.0,15.5159
Oregon St.,0.5079598162035632,0.5541230425565151,0.4366827055066684,0.43401859638475876,0.5079598162035632,0.07675005904742987,0.28612632269473204,0.3110379007903825,0.5154254393956963,0.10618193317508319,-2.75,-11.3,0.5,0.0,0.0,4,0.5,0.5833333333333334,30,21.666666666666668,41.333333333333336,179.0,5.656854249492381,21.666666666666668,0.0,0.0,0.0,0.0,-1.32044
Penn St.,0.5675960657483614,0.6129016344148456,0.36975322176889924,0.4032376917595283,0.5675960657483614,0.09423446562332882,0.2164079520697168,0.3108892786944299,0.6057902144664766,0.09937333387767722,-11.25,-7.7,0.25,0.0,0.0,4,0.25,0.23076923076923078,30,-5.333333333333333,-11.666666666666666,128.66666666666666,7.71722460186015,-5.333333333333333,0.0,0.0,0.0,0.0,3.55092
Pittsburgh,0.5515016233766233,0.5821224353118719,0.4199095547309833,0.3220779220779221,0.5515016233766233,0.09265778398183039,0.2761813537675607,0.22816558441558443,0.5108661214264663,0.1018801186995788,-0.25,-6.9,0.5,0.5,0.0,4,0.5,0.3076923076923077,30,1.6666666666666667,-9.0,105.66666666666667,14.383632673594278,1.6666666666666667,0.0,0.0,0.0,0.0,7.1562
Providence,0.5373078814238065,0.5766894535862451,0.31792118238254075,0.33225699619142246,0.5373078814238065,0.04196136585637013,0.29345341126222324,0.24773073660661482,0.4735011312217195,0.06416245071878685,1.5,-4.6,0.75,0.0,0.0,4,0.75,0.5,30,-1.6666666666666667,0.3333333333333333,67.33333333333333,7.93025150224688,-1.6666666666666667,0.0,0.0,0.0,0.0,12.7275
Radford,0.5290437489839285,0.5723088320950003,0.4313083836513547,0.43046220645423033,0.5290437489839285,0.09469655867820284,0.26531106392063014,0.3025450632230293,0.518727413938125,0.10455630808216747,3.4,-6.5,0.6,0.0,0.5,5,0.6,0.5384615384615384,30,-3.0,1.0,253.33333333333334,11.785113019775793,-3.0,0.0,0.0,0.0,0.0,-7.23932
Rhode Island,0.43483151540027604,0.4913434944021148,0.441469489763208,0.3930381305169081,0.43483151540027604,0.08087224493045798,0.24877876935718982,0.2848275861094197,0.49263122313969765,0.11303889955777528,-7.2,-3.6,0.2,0.0,0.25,5,0.2,0.4166666666666667,30,-11.0,5.0,122.33333333333333,7.363574011458175,-11.0,0.0,0.0,0.0,0.0,2.85803
Seattle,0.5007433423345201,0.540698068111636,0.39850982326315626,0.41698048833569984,0.5007433423345201,0.11128700562547134,0.22333333333333333,0.27883252971682093,0.49337294295113027,0.06928004549902612,6.4,-3.1,0.8,0.0,1.0,5,0.8,0.5384615384615384,30,12.333333333333334,-5.666666666666667,122.66666666666667,2.0548046676563256,12.333333333333334,0.0,0.0,0.0,0.0,5.0113
Seton Hall,0.4794055300793845,0.5152680891508121,0.29881000999599383,0.3562128796630144,0.4794055300793845,0.1336002221128293,0.2791555389381476,0.22714009560370746,0.4191016724138135,0.09807283082612897,-1.25,-4.9,0.5,0.0,0.5,4,0.5,0.4166666666666667,30,-0.3333333333333333,-7.333333333333333,50.666666666666664,2.0548046676563256,-0.3333333333333333,0.0,0.0,0.0,0.0,15.0205
